bedroomcnt,bathroomcnt,calculatedfinishedsquarefeet,taxvaluedollarcnt,yearbuilt,fips,county
3,2.0,1901,642549,1938.0,6037,Los Angeles County
3,2.0,1311,136871,1978.0,6037,Los Angeles County
3,2.0,1305,452000,1954.0,6037,Los Angeles County
3,1.0,1168,45512,1953.0,6037,Los Angeles County
4,4.0,2927,466568,1979.0,6037,Los Angeles County
3,2.5,2380,121762,1971.0,6059,Orange County
4,1.0,1712,397500,1915.0,6059,Orange County
3,2.0,2540,685327,1980.0,6059,Orange County
3,2.0,1244,391521,1957.0,6037,Los Angeles County
4,1.0,1526,315000,1918.0,6037,Los Angeles County
3,1.0,1520,117719,1926.0,6037,Los Angeles County
3,2.0,1502,77194,1952.0,6037,Los Angeles County
2,2.0,1862,577328,1926.0,6037,Los Angeles County
3,2.0,1154,238113,1976.0,6059,Orange County
4,2.0,1344,60156,1970.0,6037,Los Angeles County
2,2.0,1784,109920,1952.0,6037,Los Angeles County
3,2.5,2660,604388,1976.0,6059,Orange County
3,2.0,1312,275786,1925.0,6037,Los Angeles County
3,2.0,1362,362444,1955.0,6037,Los Angeles County
2,1.0,1380,446314,1923.0,6037,Los Angeles County
3,1.0,878,185717,1953.0,6037,Los Angeles County
4,2.0,1896,503839,1902.0,6037,Los Angeles County
3,2.0,1784,253180,1960.0,6037,Los Angeles County
3,2.0,1490,299067,1972.0,6059,Orange County
2,2.0,1777,231530,1957.0,6037,Los Angeles County
1,1.0,1092,520967,1909.0,6037,Los Angeles County
3,2.0,1218,78724,1921.0,6037,Los Angeles County
3,2.0,1374,277214,1949.0,6037,Los Angeles County
4,3.0,1819,782000,1937.0,6037,Los Angeles County
3,1.0,1142,58361,1947.0,6037,Los Angeles County
3,2.0,1633,400000,1937.0,6037,Los Angeles County
3,3.5,3667,1026000,1998.0,6059,Orange County
4,2.0,1506,84860,1961.0,6037,Los Angeles County
3,2.0,1120,361400,1963.0,6037,Los Angeles County
4,4.0,3459,1140986,1966.0,6037,Los Angeles County
5,4.0,2608,50597,2016.0,6037,Los Angeles County
5,4.0,2597,437442,1953.0,6037,Los Angeles County
1,1.0,698,281663,1924.0,6037,Los Angeles County
3,2.5,2008,717962,1986.0,6059,Orange County
3,2.0,1395,64550,1940.0,6037,Los Angeles County
4,3.0,2058,549000,1953.0,6037,Los Angeles County
4,3.0,2058,549000,1953.0,6037,Los Angeles County
3,2.0,1520,572127,1949.0,6037,Los Angeles County
2,1.0,1266,685772,1924.0,6037,Los Angeles County
3,2.0,1594,551324,1962.0,6059,Orange County
3,1.0,2176,855000,1911.0,6037,Los Angeles County
4,4.0,2726,870827,1925.0,6037,Los Angeles County
3,2.0,1504,108887,1926.0,6037,Los Angeles County
3,1.0,1820,573616,1925.0,6037,Los Angeles County
4,3.0,2572,720360,1961.0,6037,Los Angeles County
3,2.0,1704,440329,1946.0,6037,Los Angeles County
4,4.0,3014,877000,1963.0,6037,Los Angeles County
4,3.0,2759,599666,1937.0,6037,Los Angeles County
3,1.0,1083,222638,1948.0,6037,Los Angeles County
4,2.0,1723,447000,1962.0,6037,Los Angeles County
2,2.0,1176,589217,1947.0,6037,Los Angeles County
3,2.0,1208,382110,1940.0,6037,Los Angeles County
3,2.0,1229,335000,1923.0,6037,Los Angeles County
3,2.0,1408,77003,1951.0,6037,Los Angeles County
3,2.5,1718,491772,1997.0,6059,Orange County
4,2.5,2662,652105,1979.0,6059,Orange County
3,2.0,1140,168240,1963.0,6037,Los Angeles County
5,4.0,2528,992430,1928.0,6037,Los Angeles County
4,2.0,1683,1100000,1964.0,6059,Orange County
2,1.0,832,310658,1956.0,6037,Los Angeles County
3,2.0,2160,304825,1947.0,6037,Los Angeles County
3,2.0,1212,206421,1957.0,6037,Los Angeles County
3,3.0,1710,279184,1981.0,6037,Los Angeles County
5,2.0,1850,660567,1964.0,6037,Los Angeles County
3,2.0,1501,397993,1956.0,6037,Los Angeles County
2,1.0,728,75227,1921.0,6037,Los Angeles County
2,1.0,728,75227,1921.0,6037,Los Angeles County
4,2.0,1950,141182,1967.0,6059,Orange County
3,3.0,2058,1678000,1961.0,6037,Los Angeles County
4,3.0,1711,84609,1969.0,6059,Orange County
3,2.0,1252,51723,1954.0,6037,Los Angeles County
2,1.0,816,163145,1925.0,6037,Los Angeles County
3,1.5,1871,144941,1940.0,6059,Orange County
3,2.0,1336,459215,1963.0,6037,Los Angeles County
2,2.0,1070,64977,1950.0,6037,Los Angeles County
3,2.0,1188,135961,1952.0,6037,Los Angeles County
1,1.0,411,107308,1931.0,6037,Los Angeles County
2,1.0,818,197922,1951.0,6037,Los Angeles County
2,1.0,850,267146,1949.0,6037,Los Angeles County
3,2.0,1148,424000,1942.0,6037,Los Angeles County
4,3.0,2838,652000,1999.0,6037,Los Angeles County
3,2.0,1624,263524,1955.0,6037,Los Angeles County
5,4.0,3274,560225,2003.0,6037,Los Angeles County
3,2.0,1622,353535,1956.0,6037,Los Angeles County
3,2.0,1541,269236,2008.0,6037,Los Angeles County
3,1.0,1592,696996,1949.0,6037,Los Angeles County
3,2.0,1451,588845,1958.0,6059,Orange County
5,3.0,2723,776648,2003.0,6111,Ventura County
4,2.0,2258,368881,1971.0,6111,Ventura County
4,4.0,4450,1675020,1979.0,6037,Los Angeles County
4,2.5,3400,499847,1979.0,6111,Ventura County
4,3.0,2244,181755,1989.0,6037,Los Angeles County
3,2.0,1226,395947,1975.0,6037,Los Angeles County
3,2.0,1541,226261,2008.0,6037,Los Angeles County
2,3.0,1854,229216,1998.0,6037,Los Angeles County
4,2.0,1647,300803,1955.0,6059,Orange County
4,1.5,1502,420241,1957.0,6059,Orange County
3,2.0,1604,307754,1968.0,6037,Los Angeles County
3,1.0,1032,46755,1954.0,6037,Los Angeles County
3,3.0,2257,571088,1983.0,6059,Orange County
3,2.0,1684,310666,1989.0,6037,Los Angeles County
4,2.0,1655,119939,1992.0,6037,Los Angeles County
4,4.5,3181,799000,2005.0,6111,Ventura County
4,2.0,2098,465372,1987.0,6059,Orange County
3,2.0,1515,326798,1981.0,6037,Los Angeles County
2,1.0,1304,61894,1950.0,6111,Ventura County
5,4.0,4187,1289341,2008.0,6059,Orange County
3,2.0,1824,153564,1956.0,6059,Orange County
5,4.0,3003,1190485,1947.0,6037,Los Angeles County
5,4.0,3734,874000,2006.0,6111,Ventura County
2,2.0,1855,1015249,1940.0,6037,Los Angeles County
2,2.0,1356,588845,1963.0,6059,Orange County
4,2.0,2012,76026,1972.0,6037,Los Angeles County
3,3.0,1923,173979,1991.0,6037,Los Angeles County
4,3.0,2390,945781,1924.0,6037,Los Angeles County
2,1.5,1385,238732,1978.0,6059,Orange County
2,1.0,1472,314843,1921.0,6059,Orange County
4,2.5,2580,133369,1961.0,6059,Orange County
2,1.0,803,169847,1949.0,6037,Los Angeles County
3,2.0,1716,116752,1950.0,6037,Los Angeles County
3,1.0,1062,346314,1948.0,6037,Los Angeles County
4,2.5,1818,480156,1964.0,6111,Ventura County
3,2.0,1823,267000,1989.0,6037,Los Angeles County
3,1.0,1122,63313,1950.0,6037,Los Angeles County
2,2.5,1464,533006,1987.0,6059,Orange County
4,3.0,2230,482243,1989.0,6037,Los Angeles County
2,1.0,848,130844,1952.0,6037,Los Angeles County
3,2.0,1409,488000,1998.0,6111,Ventura County
4,2.0,1548,420996,1957.0,6037,Los Angeles County
3,2.0,1277,442000,1977.0,6059,Orange County
3,3.0,1592,349658,1988.0,6037,Los Angeles County
5,2.0,2214,654836,1950.0,6037,Los Angeles County
3,2.0,1728,520000,1987.0,6037,Los Angeles County
3,2.0,1080,69327,1957.0,6037,Los Angeles County
4,2.0,1779,236874,1964.0,6111,Ventura County
4,3.0,2158,1750000,1962.0,6059,Orange County
3,2.0,1563,779639,1954.0,6037,Los Angeles County
4,3.0,1871,205964,1995.0,6037,Los Angeles County
2,1.0,832,518000,1950.0,6037,Los Angeles County
2,1.0,879,61044,1949.0,6037,Los Angeles County
3,3.0,1946,239252,1980.0,6037,Los Angeles County
2,2.0,924,103857,1923.0,6037,Los Angeles County
3,3.0,2116,474777,1971.0,6037,Los Angeles County
4,2.0,1575,116753,1955.0,6037,Los Angeles County
3,2.0,1386,171271,1989.0,6037,Los Angeles County
3,2.0,1213,555000,1959.0,6059,Orange County
3,1.5,1577,264112,1965.0,6111,Ventura County
4,4.0,3269,863392,1999.0,6037,Los Angeles County
3,1.0,1202,326026,1953.0,6037,Los Angeles County
4,3.0,1731,547835,1925.0,6037,Los Angeles County
4,2.5,2550,859567,1971.0,6059,Orange County
4,4.0,2470,980399,1979.0,6037,Los Angeles County
4,2.0,1980,221577,1980.0,6037,Los Angeles County
3,2.0,1455,57065,1955.0,6059,Orange County
2,2.0,1319,477167,1949.0,6037,Los Angeles County
4,2.0,1309,71108,1953.0,6037,Los Angeles County
3,2.0,2234,209934,1961.0,6037,Los Angeles County
3,3.0,1649,344048,1987.0,6037,Los Angeles County
5,6.0,4218,468030,1953.0,6037,Los Angeles County
3,3.0,1475,474000,1967.0,6037,Los Angeles County
4,3.0,2144,609469,1984.0,6059,Orange County
2,1.0,803,250404,1929.0,6059,Orange County
4,2.5,2985,926025,1970.0,6111,Ventura County
4,3.5,2598,729614,2009.0,6059,Orange County
2,1.0,1001,800000,1951.0,6037,Los Angeles County
4,3.0,2164,378784,2000.0,6111,Ventura County
3,3.0,2043,962000,1954.0,6037,Los Angeles County
3,2.0,1532,223112,1954.0,6037,Los Angeles County
3,2.0,1290,703000,1985.0,6059,Orange County
3,2.0,1505,287508,1955.0,6059,Orange County
4,2.0,1717,329049,1983.0,6037,Los Angeles County
4,3.0,3630,553026,1990.0,6059,Orange County
3,2.5,2418,880204,1977.0,6059,Orange County
4,2.0,1580,281386,1954.0,6037,Los Angeles County
3,1.0,1047,210005,1953.0,6059,Orange County
3,2.0,1018,425000,1980.0,6037,Los Angeles County
3,2.0,1150,436157,1949.0,6037,Los Angeles County
3,2.0,1032,358000,1971.0,6111,Ventura County
4,3.0,3267,951841,1989.0,6037,Los Angeles County
4,3.0,2306,107443,1959.0,6037,Los Angeles County
2,2.0,2029,708764,1948.0,6059,Orange County
3,2.0,1540,121750,1976.0,6037,Los Angeles County
3,2.0,1597,214764,1954.0,6059,Orange County
3,2.0,1292,291328,1978.0,6111,Ventura County
3,3.0,2381,1827450,1953.0,6037,Los Angeles County
3,2.0,1638,416094,1953.0,6059,Orange County
4,1.0,2599,76660,1954.0,6059,Orange County
3,2.0,1270,51030,1954.0,6037,Los Angeles County
4,3.0,2128,216717,1981.0,6037,Los Angeles County
4,2.0,1244,161282,1962.0,6037,Los Angeles County
3,2.0,1091,485000,1948.0,6037,Los Angeles County
3,1.0,1091,76323,1954.0,6037,Los Angeles County
3,1.5,1795,164246,1955.0,6059,Orange County
3,3.0,1908,328468,1967.0,6037,Los Angeles County
3,2.0,1530,468577,1940.0,6037,Los Angeles County
6,4.0,3058,445699,1950.0,6037,Los Angeles County
4,2.0,1413,381832,1926.0,6037,Los Angeles County
4,4.5,3643,1271093,1991.0,6059,Orange County
2,1.0,1274,1005000,1940.0,6037,Los Angeles County
3,1.0,1076,475308,1950.0,6037,Los Angeles County
4,3.0,1998,390991,1903.0,6037,Los Angeles County
3,1.0,1332,121383,1908.0,6037,Los Angeles County
2,1.0,1187,386182,1927.0,6037,Los Angeles County
3,2.0,2817,984853,1950.0,6037,Los Angeles County
3,2.0,1050,377000,1954.0,6037,Los Angeles County
3,2.0,1394,465999,1955.0,6059,Orange County
3,2.0,1531,75262,1939.0,6037,Los Angeles County
4,2.0,1245,266634,1960.0,6059,Orange County
2,2.0,982,270455,1922.0,6037,Los Angeles County
3,1.0,1090,198012,1925.0,6037,Los Angeles County
3,1.5,1122,155108,1963.0,6059,Orange County
4,1.5,1254,303457,1963.0,6059,Orange County
3,2.0,1375,331545,1954.0,6037,Los Angeles County
3,3.5,3100,1449745,2007.0,6111,Ventura County
3,2.5,2796,1014226,1989.0,6111,Ventura County
4,3.0,2637,187226,2005.0,6037,Los Angeles County
3,2.0,1391,269572,1954.0,6037,Los Angeles County
3,2.0,1924,2412794,1958.0,6037,Los Angeles County
3,1.0,936,305481,1957.0,6037,Los Angeles County
3,2.5,1533,224723,2000.0,6059,Orange County
2,1.0,840,243558,1940.0,6037,Los Angeles County
5,3.0,2717,779000,1969.0,6037,Los Angeles County
3,2.0,1080,169319,1992.0,6037,Los Angeles County
4,2.0,2712,622005,1994.0,6037,Los Angeles County
5,4.0,3480,818000,2000.0,6037,Los Angeles County
3,2.0,1386,52560,1957.0,6037,Los Angeles County
3,2.0,1386,52560,1957.0,6037,Los Angeles County
3,2.0,1288,420037,1951.0,6059,Orange County
3,2.0,1512,361732,1949.0,6037,Los Angeles County
5,3.0,3445,714045,1969.0,6037,Los Angeles County
3,3.0,2994,1269062,1927.0,6037,Los Angeles County
3,2.0,2318,726810,1939.0,6037,Los Angeles County
3,2.0,1392,74094,1957.0,6037,Los Angeles County
3,1.0,1305,451000,1940.0,6111,Ventura County
4,3.5,3729,983572,1999.0,6111,Ventura County
3,2.0,1629,112425,1960.0,6037,Los Angeles County
2,2.0,1995,730980,1954.0,6037,Los Angeles County
3,3.0,1880,330188,1949.0,6037,Los Angeles County
4,1.0,1552,52134,1954.0,6037,Los Angeles County
5,3.0,3147,954930,1989.0,6111,Ventura County
4,2.0,1813,79579,1962.0,6037,Los Angeles County
4,3.0,2480,289788,1979.0,6037,Los Angeles County
3,1.0,1399,55046,1948.0,6037,Los Angeles County
3,2.0,1280,421328,1960.0,6037,Los Angeles County
3,2.0,1088,52553,1954.0,6037,Los Angeles County
3,2.0,1659,87357,1953.0,6037,Los Angeles County
4,3.0,2387,704905,1983.0,6037,Los Angeles County
4,3.0,2239,508400,2015.0,6037,Los Angeles County
4,3.0,2150,554526,1977.0,6111,Ventura County
3,2.0,1312,329794,1922.0,6037,Los Angeles County
2,1.0,1183,190081,1948.0,6059,Orange County
4,2.0,1600,383579,1976.0,6059,Orange County
2,1.0,732,287000,1920.0,6037,Los Angeles County
4,3.0,2330,574000,1965.0,6037,Los Angeles County
4,3.0,2358,450455,2001.0,6037,Los Angeles County
3,3.0,1953,336085,1963.0,6059,Orange County
3,2.0,1598,226590,1962.0,6037,Los Angeles County
3,2.0,1388,516710,1943.0,6037,Los Angeles County
3,1.0,1148,294422,1951.0,6037,Los Angeles County
4,3.0,2238,113278,1964.0,6059,Orange County
3,2.0,1747,264291,1962.0,6059,Orange County
3,2.5,2357,141440,1961.0,6059,Orange County
2,2.0,1323,573000,1985.0,6059,Orange County
4,2.0,1914,100225,1971.0,6059,Orange County
3,1.0,1034,271950,1949.0,6037,Los Angeles County
3,2.0,1472,370565,1967.0,6037,Los Angeles County
3,3.0,1759,427000,2000.0,6037,Los Angeles County
4,2.0,1554,88655,1955.0,6059,Orange County
4,4.0,2393,454849,1950.0,6037,Los Angeles County
3,3.0,1690,499312,1985.0,6059,Orange County
3,2.0,1242,342184,1956.0,6059,Orange County
3,1.0,1024,211013,1952.0,6037,Los Angeles County
4,2.0,1862,83852,1963.0,6059,Orange County
3,2.0,1353,629379,1950.0,6037,Los Angeles County
2,1.0,1336,559000,1951.0,6037,Los Angeles County
3,2.0,1456,484897,1953.0,6037,Los Angeles County
3,2.0,1601,202921,1947.0,6037,Los Angeles County
3,2.0,2137,464682,1988.0,6111,Ventura County
3,3.0,1524,203356,1988.0,6037,Los Angeles County
3,4.0,2291,2070871,1960.0,6037,Los Angeles County
3,3.5,2690,543402,1999.0,6111,Ventura County
4,3.0,3062,860186,2001.0,6111,Ventura County
3,2.0,1980,157983,1927.0,6037,Los Angeles County
1,1.0,810,75952,1947.0,6037,Los Angeles County
4,4.0,3166,710056,1975.0,6037,Los Angeles County
3,2.0,1410,220485,1955.0,6037,Los Angeles County
3,2.5,1651,205338,1977.0,6059,Orange County
4,3.0,2036,346142,1954.0,6037,Los Angeles County
4,2.0,1360,481521,1956.0,6037,Los Angeles County
4,3.0,3638,250787,2005.0,6037,Los Angeles County
4,2.0,1675,509589,1969.0,6059,Orange County
5,2.5,2270,361957,1966.0,6059,Orange County
3,1.0,1094,168202,1952.0,6059,Orange County
6,6.0,4519,1091782,1986.0,6037,Los Angeles County
3,3.0,2825,949000,1989.0,6059,Orange County
3,3.0,2211,906092,1948.0,6037,Los Angeles County
3,2.0,1854,660178,1979.0,6059,Orange County
3,2.5,1976,532488,1994.0,6059,Orange County
3,1.0,1142,78439,1947.0,6037,Los Angeles County
3,2.0,1908,144923,1963.0,6059,Orange County
3,2.0,1539,132933,1962.0,6037,Los Angeles County
3,2.0,2294,422368,1942.0,6037,Los Angeles County
3,2.5,1316,599000,1995.0,6059,Orange County
3,1.0,1108,87138,1949.0,6037,Los Angeles County
4,2.0,1540,338074,1975.0,6037,Los Angeles County
3,2.0,2025,986816,1929.0,6037,Los Angeles County
3,3.0,2826,433377,1992.0,6059,Orange County
3,2.0,1312,199662,1973.0,6059,Orange County
3,4.5,3531,893238,1999.0,6111,Ventura County
2,3.0,2703,431585,1979.0,6059,Orange County
4,2.5,2492,606000,1965.0,6059,Orange County
2,1.0,892,224409,1950.0,6037,Los Angeles County
4,1.0,1932,51523,1918.0,6037,Los Angeles County
4,2.0,2376,392184,1915.0,6037,Los Angeles County
3,2.0,1402,96600,1947.0,6037,Los Angeles County
2,2.5,1404,440000,1976.0,6059,Orange County
4,2.0,2124,538475,1964.0,6037,Los Angeles County
2,1.0,1164,341274,1914.0,6037,Los Angeles County
2,2.0,1413,1169244,1959.0,6037,Los Angeles County
4,3.0,2085,374367,1963.0,6037,Los Angeles County
3,2.5,1678,196956,1976.0,6059,Orange County
2,1.0,1580,216175,1940.0,6037,Los Angeles County
3,3.0,1488,135742,1955.0,6037,Los Angeles County
2,1.0,812,46135,1950.0,6037,Los Angeles County
3,2.0,2143,459836,1964.0,6037,Los Angeles County
3,2.5,2702,785092,1984.0,6059,Orange County
3,1.0,998,353540,1953.0,6059,Orange County
4,2.0,1319,360000,1954.0,6037,Los Angeles County
4,3.0,2341,221489,1990.0,6037,Los Angeles County
6,5.5,4875,1893955,1998.0,6059,Orange County
5,4.0,4497,420700,2006.0,6037,Los Angeles County
6,4.5,4123,877347,1996.0,6059,Orange County
2,1.0,980,180621,1947.0,6037,Los Angeles County
2,2.0,990,133756,1947.0,6037,Los Angeles County
4,2.0,1518,102253,1958.0,6037,Los Angeles County
3,2.0,1120,69121,1954.0,6037,Los Angeles County
5,3.0,2204,447063,1965.0,6037,Los Angeles County
4,2.0,1292,51649,1949.0,6111,Ventura County
2,2.0,1621,91804,1977.0,6059,Orange County
3,2.0,1770,84112,1969.0,6059,Orange County
1,1.0,496,264217,1925.0,6037,Los Angeles County
3,2.5,1780,666000,1962.0,6111,Ventura County
2,1.5,1204,262060,1977.0,6059,Orange County
3,2.0,1421,66427,1951.0,6037,Los Angeles County
5,2.0,1968,566699,1928.0,6037,Los Angeles County
3,1.0,1039,45500,1956.0,6059,Orange County
2,1.0,744,55472,1952.0,6037,Los Angeles County
3,3.0,2817,313000,2005.0,6037,Los Angeles County
3,1.0,1148,576661,1950.0,6037,Los Angeles County
3,2.0,1246,381866,1959.0,6037,Los Angeles County
3,2.0,1307,142699,1956.0,6037,Los Angeles County
3,3.0,2715,483061,1976.0,6037,Los Angeles County
3,3.0,1737,226500,1986.0,6037,Los Angeles County
3,2.0,1795,582509,1950.0,6059,Orange County
5,2.0,1946,138682,1964.0,6111,Ventura County
4,2.0,1432,148147,1954.0,6037,Los Angeles County
3,2.0,1373,64359,1956.0,6037,Los Angeles County
3,1.0,1090,453563,1956.0,6059,Orange County
3,2.0,2094,627710,1971.0,6059,Orange County
3,1.0,1164,165784,1947.0,6037,Los Angeles County
3,2.0,1816,104127,1919.0,6037,Los Angeles County
3,2.0,1332,250789,1987.0,6037,Los Angeles County
4,2.0,1414,111633,1948.0,6037,Los Angeles County
4,3.0,3556,339000,1986.0,6037,Los Angeles County
4,2.0,3153,454417,1933.0,6059,Orange County
4,2.0,1655,687132,1969.0,6059,Orange County
3,2.0,2059,130217,1967.0,6037,Los Angeles County
2,1.5,1605,256629,1968.0,6059,Orange County
4,4.0,2746,605538,1973.0,6111,Ventura County
2,2.0,1677,105345,1953.0,6037,Los Angeles County
4,2.5,2240,119600,1965.0,6059,Orange County
4,2.0,1560,656866,1971.0,6059,Orange County
3,3.0,2425,167510,1957.0,6037,Los Angeles County
4,2.5,2281,687000,1976.0,6059,Orange County
3,1.0,1115,86110,1955.0,6037,Los Angeles County
4,1.5,1248,552000,1961.0,6059,Orange County
2,1.0,1222,72848,1955.0,6037,Los Angeles County
3,2.0,1157,85692,1954.0,6037,Los Angeles County
3,2.0,1157,85692,1954.0,6037,Los Angeles County
2,1.0,1003,287835,1931.0,6037,Los Angeles County
3,2.0,1194,244746,1954.0,6037,Los Angeles County
3,2.0,1194,244746,1954.0,6037,Los Angeles County
2,2.0,1787,943000,1956.0,6037,Los Angeles County
2,1.0,815,57733,1950.0,6037,Los Angeles County
5,4.0,3531,1472047,1981.0,6037,Los Angeles County
3,2.0,1897,717962,1967.0,6059,Orange County
3,2.0,1190,103583,1986.0,6037,Los Angeles County
4,2.0,1204,66364,1957.0,6037,Los Angeles County
2,2.0,1406,120889,1986.0,6059,Orange County
3,2.0,1092,205298,1971.0,6037,Los Angeles County
3,2.0,1254,271791,1949.0,6037,Los Angeles County
2,2.0,1503,556829,1980.0,6059,Orange County
2,1.0,834,368000,1950.0,6037,Los Angeles County
3,2.0,1316,926803,1927.0,6037,Los Angeles County
3,3.0,2639,1841895,1951.0,6037,Los Angeles County
2,1.0,810,431481,1950.0,6037,Los Angeles County
4,2.0,1948,1150000,1920.0,6037,Los Angeles County
2,2.0,1864,569452,1987.0,6059,Orange County
4,3.0,2933,994944,2002.0,6111,Ventura County
4,3.0,1770,163417,1989.0,6037,Los Angeles County
4,2.5,1676,306104,1987.0,6111,Ventura County
5,2.0,1560,921623,1923.0,6037,Los Angeles County
4,3.0,3374,590736,1957.0,6037,Los Angeles County
4,2.5,1327,375000,1964.0,6059,Orange County
3,2.0,2060,684981,1939.0,6037,Los Angeles County
3,2.0,1245,74131,1962.0,6059,Orange County
4,2.0,1664,231559,1951.0,6037,Los Angeles County
4,2.0,1540,215800,1974.0,6037,Los Angeles County
2,1.0,980,240430,1921.0,6037,Los Angeles County
3,3.0,2548,182271,2005.0,6037,Los Angeles County
4,2.0,1488,362435,1982.0,6037,Los Angeles County
3,2.0,1521,479207,1978.0,6037,Los Angeles County
4,1.0,1958,334613,1950.0,6037,Los Angeles County
2,1.0,1120,192225,1924.0,6037,Los Angeles County
6,4.5,4244,1326295,1978.0,6111,Ventura County
1,1.0,624,316887,1924.0,6037,Los Angeles County
3,2.5,1441,395946,1999.0,6111,Ventura County
5,3.0,2467,820000,1965.0,6059,Orange County
3,2.0,1120,296523,1961.0,6111,Ventura County
4,2.0,1601,750358,1948.0,6037,Los Angeles County
3,2.5,1463,219749,1998.0,6111,Ventura County
2,1.0,1020,448740,1971.0,6059,Orange County
3,2.0,1910,660670,1964.0,6037,Los Angeles County
3,2.0,1200,185389,1955.0,6037,Los Angeles County
3,2.5,2998,463505,1985.0,6059,Orange County
3,1.0,1154,289925,1911.0,6037,Los Angeles County
3,3.0,2343,1036000,1924.0,6037,Los Angeles County
3,2.0,1150,328920,1960.0,6037,Los Angeles County
3,2.0,1192,209051,1954.0,6037,Los Angeles County
4,2.0,1493,968792,1948.0,6037,Los Angeles County
3,2.0,2135,750206,1953.0,6037,Los Angeles County
4,4.0,3312,1133910,2010.0,6037,Los Angeles County
3,2.0,1540,108478,1955.0,6037,Los Angeles County
3,2.5,1921,561000,1989.0,6111,Ventura County
4,3.0,2480,889000,1978.0,6037,Los Angeles County
4,5.0,5940,568586,1970.0,6037,Los Angeles County
3,2.0,1953,760891,1952.0,6037,Los Angeles County
3,2.0,1828,460000,1960.0,6037,Los Angeles County
3,2.0,1201,520387,1947.0,6037,Los Angeles County
3,3.0,2798,227872,1958.0,6037,Los Angeles County
3,2.0,1363,119413,1957.0,6037,Los Angeles County
3,1.0,1009,112403,1950.0,6059,Orange County
3,1.0,840,232683,1923.0,6037,Los Angeles County
4,2.5,2163,440667,1972.0,6059,Orange County
1,1.0,494,293163,1923.0,6059,Orange County
2,2.0,2930,1177689,1967.0,6037,Los Angeles County
4,2.0,1529,238011,1963.0,6059,Orange County
5,3.5,3144,462900,1969.0,6111,Ventura County
2,1.0,980,143057,1922.0,6037,Los Angeles County
3,2.0,1383,923461,1953.0,6037,Los Angeles County
3,2.0,1426,415000,1927.0,6037,Los Angeles County
3,3.0,1865,946611,1956.0,6037,Los Angeles County
3,2.0,1280,364415,1953.0,6037,Los Angeles County
2,1.0,776,96301,1937.0,6059,Orange County
4,2.0,2626,152639,1923.0,6037,Los Angeles County
3,2.0,1088,130679,1955.0,6037,Los Angeles County
3,2.0,1088,130679,1955.0,6037,Los Angeles County
4,3.0,2346,206900,1947.0,6037,Los Angeles County
3,1.0,1334,305308,1950.0,6037,Los Angeles County
3,2.0,1238,415841,1981.0,6111,Ventura County
2,2.0,1799,92107,1939.0,6037,Los Angeles County
3,1.0,1640,506000,1960.0,6037,Los Angeles County
3,5.0,4713,1525000,1950.0,6037,Los Angeles County
4,3.5,2592,1402000,1975.0,6111,Ventura County
4,3.0,2730,343000,1989.0,6037,Los Angeles County
4,2.0,2277,128773,1940.0,6037,Los Angeles County
4,2.0,2389,151466,1963.0,6059,Orange County
4,2.0,1150,348995,1953.0,6037,Los Angeles County
4,3.0,2385,363634,2001.0,6037,Los Angeles County
5,4.0,3846,509296,1992.0,6037,Los Angeles County
3,3.0,1930,677000,1959.0,6037,Los Angeles County
2,2.0,1254,231530,1939.0,6037,Los Angeles County
3,1.0,1109,89998,1953.0,6037,Los Angeles County
4,3.5,3393,813920,1988.0,6111,Ventura County
4,2.0,1574,178111,1973.0,6037,Los Angeles County
4,3.0,2324,871978,2010.0,6059,Orange County
3,2.0,1670,1395968,1926.0,6037,Los Angeles County
4,3.0,1862,658897,1962.0,6059,Orange County
2,1.0,816,112495,1971.0,6111,Ventura County
3,3.0,2231,1036696,1936.0,6037,Los Angeles County
4,2.0,1643,484189,1941.0,6037,Los Angeles County
4,2.0,1227,142033,1957.0,6037,Los Angeles County
4,2.0,1630,68249,1964.0,6111,Ventura County
3,2.0,1417,230869,1936.0,6037,Los Angeles County
3,2.0,1160,358703,1950.0,6037,Los Angeles County
5,3.0,2772,436243,2002.0,6037,Los Angeles County
3,1.0,1384,46752,1953.0,6037,Los Angeles County
3,2.0,1355,307699,1954.0,6037,Los Angeles County
2,1.0,1056,182186,1922.0,6037,Los Angeles County
4,2.0,1570,258652,1960.0,6111,Ventura County
4,3.0,2024,1500000,1946.0,6037,Los Angeles County
4,3.0,2517,1163968,1978.0,6037,Los Angeles County
3,3.5,2964,1676907,1996.0,6059,Orange County
4,2.0,1844,138196,1976.0,6059,Orange County
4,3.0,2106,311522,1962.0,6037,Los Angeles County
4,2.0,1586,141735,1922.0,6037,Los Angeles County
3,2.0,1669,253647,1969.0,6111,Ventura County
3,2.0,1324,80769,1962.0,6037,Los Angeles County
3,2.0,1246,887658,1953.0,6037,Los Angeles County
3,2.0,1988,1446296,1948.0,6037,Los Angeles County
4,3.0,3269,1380000,1975.0,6037,Los Angeles County
2,1.0,1192,198101,1924.0,6037,Los Angeles County
4,2.0,1552,70170,1958.0,6059,Orange County
3,2.0,1134,89054,1985.0,6037,Los Angeles County
4,3.0,3560,301000,2005.0,6037,Los Angeles County
3,2.0,1894,561682,1960.0,6037,Los Angeles County
3,1.0,1014,148405,1954.0,6037,Los Angeles County
3,2.5,2018,759482,1998.0,6059,Orange County
